From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
UniRef50_A0A1Q9F6J1	A0A1Q9F6J1	unreviewed	A0A1Q9F6J1_SYMMI	Protein FAM186A	FAM186A AK812_SmicGene536	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1624
UniRef50_A0A1Q9F6K4	A0A1Q9F6K4	unreviewed	A0A1Q9F6K4_SYMMI	Uncharacterized protein	AK812_SmicGene374	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	845
UniRef50_A0A1Q9F6K4	A0A812JHT7	unreviewed	A0A812JHT7_SYMMI	Uncharacterized protein	SMIC04503_LOCUS1554	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	234
UniRef50_A0A1Q9F6L1	A0A1Q9F6L1	unreviewed	A0A1Q9F6L1_SYMMI	Uncharacterized protein	AK812_SmicGene405	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1596
UniRef50_A0A1Q9F6N0	A0A812R5G4	unreviewed	A0A812R5G4_9DINO	Uncharacterized protein	SMICCKB8_LOCUS13691	Symbiodinium sp. KB8	1642
UniRef50_A0A1Q9F6N0	A0A1Q9F6N0	unreviewed	A0A1Q9F6N0_SYMMI	Uncharacterized protein	AK812_SmicGene386	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1833
UniRef50_A0A1Q9F6N0	A0A812P3F7	unreviewed	A0A812P3F7_SYMMI	Uncharacterized protein	SMIC04503_LOCUS8898	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1667
UniRef50_A0A1Q9F6N0	A0A812LJC5	unreviewed	A0A812LJC5_9DINO	Uncharacterized protein	STRI2592_LOCUS11909	Symbiodinium sp. CCMP2592	1523
UniRef50_A0A1Q9F6N0	A0A812LYI4	unreviewed	A0A812LYI4_9DINO	Uncharacterized protein	STRI2592_LOCUS12695	Symbiodinium sp. CCMP2592	1856
UniRef50_A0A1Q9F6N0	A0A812MZ95	unreviewed	A0A812MZ95_9DINO	Uncharacterized protein	STRI2592_LOCUS16191	Symbiodinium sp. CCMP2592	1670
UniRef50_A0A1Q9F6N0	A0A812P9U6	unreviewed	A0A812P9U6_9DINO	Reverse transcriptase domain-containing protein	STRI2592_LOCUS19198	Symbiodinium sp. CCMP2592	1734
UniRef50_A0A1Q9F6P7	A0A1Q9F6P7	unreviewed	A0A1Q9F6P7_SYMMI	ribulose-bisphosphate carboxylase (EC 4.1.1.39)	rbcL AK812_SmicGene502	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	5368
UniRef50_A0A1Q9F6R4	A0A1Q9F6R4	unreviewed	A0A1Q9F6R4_SYMMI	Integrase catalytic domain-containing protein	AK812_SmicGene377	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	6333
UniRef50_A0A1Q9F6W7	A0A1Q9F6W7	unreviewed	A0A1Q9F6W7_SYMMI	CCHC-type domain-containing protein	AK812_SmicGene335	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	832
UniRef50_A0A1Q9F6W8	A0A813AYK6	unreviewed	A0A813AYK6_9DINO	C2H2-type domain-containing protein	SMICCKB8_LOCUS27124	Symbiodinium sp. KB8	3543
UniRef50_A0A1Q9F6W8	A0A1Q9F6W8	unreviewed	A0A1Q9F6W8_SYMMI	C2H2-type domain-containing protein	AK812_SmicGene281 SMIC04503_LOCUS35598	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3543
UniRef50_A0A1Q9F6X3	A0A1Q9F6X3	unreviewed	A0A1Q9F6X3_SYMMI	Retrovirus-related Pol polyprotein from transposon TNT 1-94	AK812_SmicGene359	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1773
UniRef50_A0A1Q9F782	A0A1Q9CZR7	unreviewed	A0A1Q9CZR7_SYMMI	Copia protein	GIP AK812_SmicGene30275	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1128
UniRef50_A0A1Q9F782	A0A1Q9F782	unreviewed	A0A1Q9F782_SYMMI	Copia protein	GIP AK812_SmicGene252	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1417
UniRef50_A0A1Q9F782	A0A812SHN1	unreviewed	A0A812SHN1_SYMMI	RE1 protein	RE1 SMIC04503_LOCUS14488	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1160
UniRef50_A0A1Q9F7E4	A0A812MWP2	unreviewed	A0A812MWP2_9DINO	XylB protein	xylB SMICCKB8_LOCUS8944	Symbiodinium sp. KB8	1028
UniRef50_A0A1Q9F7E4	A0A1Q9F7E4	unreviewed	A0A1Q9F7E4_SYMMI	XylB protein (Xylosidase/arabinosidase)	xylB AK812_SmicGene10 SMIC04503_LOCUS9518	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1028
UniRef50_A0A1Q9F7F3	A0A812SBH8	unreviewed	A0A812SBH8_9DINO	ExsA protein	exsA SLIN2456_LOCUS15812	Symbiodinium sp. CCMP2456	2741
UniRef50_A0A1Q9F7F3	A0A812Z1D3	unreviewed	A0A812Z1D3_9DINO	RE1 protein	RE1 SLIN2456_LOCUS30519	Symbiodinium sp. CCMP2456	3142
UniRef50_A0A1Q9F7F3	A0A812KDG8	unreviewed	A0A812KDG8_9DINO	RE1 protein	RE1 SMICCKB8_LOCUS5123	Symbiodinium sp. KB8	2964
UniRef50_A0A1Q9F7F3	A0A813A9P3	unreviewed	A0A813A9P3_9DINO	RE1 protein	RE1 SMICCKB8_LOCUS24581	Symbiodinium sp. KB8	2942
UniRef50_A0A1Q9F7F3	A0A813CEX2	unreviewed	A0A813CEX2_9DINO	Retrovirus-related Pol polyprotein from transposon TNT 1-94	SMICCKB8_LOCUS36656	Symbiodinium sp. KB8	3012
UniRef50_A0A1Q9F7F3	A0A813CV74	unreviewed	A0A813CV74_9DINO	Integrase catalytic domain-containing protein	SMICCKB8_LOCUS39552	Symbiodinium sp. KB8	2792
UniRef50_A0A1Q9F7F3	A0A1Q9CH57	unreviewed	A0A1Q9CH57_SYMMI	Copia protein (RE1 protein)	GIP RE1 AK812_SmicGene37101 SMIC04503_LOCUS25354	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2964
UniRef50_A0A1Q9F7F3	A0A1Q9CZ91	unreviewed	A0A1Q9CZ91_SYMMI	Retrovirus-related Pol polyprotein from transposon TNT 1-94	AK812_SmicGene30448	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3163
UniRef50_A0A1Q9F7F3	A0A1Q9D8Y6	unreviewed	A0A1Q9D8Y6_SYMMI	Retrovirus-related Pol polyprotein from transposon TNT 1-94	AK812_SmicGene26676	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2790
UniRef50_A0A1Q9F7F3	A0A1Q9DIT9	unreviewed	A0A1Q9DIT9_SYMMI	Copia protein	GIP AK812_SmicGene22834	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2966
UniRef50_A0A1Q9F7F3	A0A1Q9DQK2	unreviewed	A0A1Q9DQK2_SYMMI	Retrovirus-related Pol polyprotein from transposon TNT 1-94	AK812_SmicGene20199	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3249
UniRef50_A0A1Q9F7F3	A0A1Q9DUE0	unreviewed	A0A1Q9DUE0_SYMMI	Retrovirus-related Pol polyprotein from transposon TNT 1-94	AK812_SmicGene18732	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2841
UniRef50_A0A1Q9F7F3	A0A1Q9ECX2	unreviewed	A0A1Q9ECX2_SYMMI	Retrovirus-related Pol polyprotein from transposon TNT 1-94	AK812_SmicGene11548	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3403
UniRef50_A0A1Q9F7F3	A0A1Q9F7F3	unreviewed	A0A1Q9F7F3_SYMMI	Copia protein	GIP AK812_SmicGene142	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3017
UniRef50_A0A1Q9F7F3	A0A812MJM4	unreviewed	A0A812MJM4_SYMMI	RE1 protein	RE1 SMIC04503_LOCUS6806	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2491
UniRef50_A0A1Q9F7F3	A0A812QDN2	unreviewed	A0A812QDN2_SYMMI	RE1 protein	RE1 SMIC04503_LOCUS11224	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2623
UniRef50_A0A1Q9F7F3	A0A812IAQ8	unreviewed	A0A812IAQ8_9DINO	RE2 protein	RE2 STRI2592_LOCUS3936	Symbiodinium sp. CCMP2592	2723
UniRef50_A0A1Q9F7I3	A0A1Q9F7I3	unreviewed	A0A1Q9F7I3_SYMMI	Uncharacterized protein	AK812_SmicGene119	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3424
UniRef50_A0A1Q9F7K5	A0A1Q9F7K5	unreviewed	A0A1Q9F7K5_SYMMI	Ankyrin-2	Ank2 AK812_SmicGene131	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	5230
UniRef50_A0A1Q9F7K6	A0A1Q9F7K6	unreviewed	A0A1Q9F7K6_SYMMI	Uncharacterized protein	AK812_SmicGene134	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	511
UniRef50_A0A1Q9F7P3	A0A812I5C1	unreviewed	A0A812I5C1_9DINO	CrtQ protein	crtQ SMICCKB8_LOCUS1534	Symbiodinium sp. KB8	2623
UniRef50_A0A1Q9F7P3	A0A1Q9F7P3	unreviewed	A0A1Q9F7P3_SYMMI	Leucine-rich repeat and guanylate kinase domain-containing protein	Lrguk AK812_SmicGene41	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2681
UniRef50_A0A1Q9F7P3	A0A812M1L9	unreviewed	A0A812M1L9_SYMMI	CrtQ protein	crtQ SMIC04503_LOCUS5379	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2223
UniRef50_A0A1Q9F7S4	A0A1Q9F7S4	unreviewed	A0A1Q9F7S4_SYMMI	Reverse transcriptase domain-containing protein	AK812_SmicGene77	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	602
UniRef50_A0A1Q9F7U4	A0A1Q9F7U4	unreviewed	A0A1Q9F7U4_SYMMI	Ankyrin repeat domain-containing protein 50	ANKRD50 AK812_SmicGene83	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3858
UniRef50_A0A812FVQ6	A0A812FVQ6	unreviewed	A0A812FVQ6_9DINO	Transposase	STRI2592_LOCUS87	Symbiodinium sp. CCMP2592	369
UniRef50_A0A812FXN2	A0A812FXN2	unreviewed	A0A812FXN2_9DINO	METTL21B protein	METTL21B SNAT2548_LOCUS175	Symbiodinium natans	657
UniRef50_A0A812G1L6	A0A812G1L6	unreviewed	A0A812G1L6_9DINO	DSK2B protein	DSK2B STRI2592_LOCUS129	Symbiodinium sp. CCMP2592	905
UniRef50_A0A812G4B2	A0A812G4B2	unreviewed	A0A812G4B2_9DINO	RAY1 protein	RAY1 SMICCKB8_LOCUS38	Symbiodinium sp. KB8	769
UniRef50_A0A812G4B9	A0A812G4B9	unreviewed	A0A812G4B9_9DINO	Uncharacterized protein	SNAT2548_LOCUS112	Symbiodinium natans	815
UniRef50_A0A812G4S6	A0A812G4S6	unreviewed	A0A812G4S6_9DINO	Gpt protein	gpt STRI2592_LOCUS114	Symbiodinium sp. CCMP2592	1627
UniRef50_A0A812G4S6	A0A812IJP7	unreviewed	A0A812IJP7_9DINO	Gpt protein	gpt STRI2592_LOCUS4411	Symbiodinium sp. CCMP2592	1569
UniRef50_A0A812G4S6	A0A812ZPB5	unreviewed	A0A812ZPB5_9DINO	Gpt protein	gpt STRI2592_LOCUS44547	Symbiodinium sp. CCMP2592	1561
UniRef50_A0A812G4S6	A0A812I8H0	unreviewed	A0A812I8H0_9DINO	Gpt protein	gpt SNAT2548_LOCUS3467	Symbiodinium natans	1560
UniRef50_A0A812G7W2	A0A812G7W2	unreviewed	A0A812G7W2_9DINO	PARP6 protein	PARP6 SLIN2456_LOCUS63	Symbiodinium sp. CCMP2456	2733
UniRef50_A0A812G7X4	A0A812G7X4	unreviewed	A0A812G7X4_9DINO	Uncharacterized protein	SNAT2548_LOCUS243	Symbiodinium natans	860
UniRef50_A0A812G855	A0A812G855	unreviewed	A0A812G855_9DINO	ANK1 protein	ANK1 STRI2592_LOCUS54	Symbiodinium sp. CCMP2592	270
UniRef50_A0A812G9M9	A0A812G9M9	unreviewed	A0A812G9M9_9DINO	Tyr recombinase domain-containing protein	SNAT2548_LOCUS100	Symbiodinium natans	983
UniRef50_A0A812GAC1	A0A812GAC1	unreviewed	A0A812GAC1_9DINO	CbhB protein	cbhB SNAT2548_LOCUS311	Symbiodinium natans	1623
UniRef50_A0A812GAP7	A0A812GAP7	unreviewed	A0A812GAP7_9DINO	CCHC-type domain-containing protein	STRI2592_LOCUS244	Symbiodinium sp. CCMP2592	2171
UniRef50_A0A812GBL9	A0A812GBL9	unreviewed	A0A812GBL9_9DINO	Uncharacterized protein	SMICCKB8_LOCUS50	Symbiodinium sp. KB8	2691
UniRef50_A0A812GBL9	A0A1Q9EE06	unreviewed	A0A1Q9EE06_SYMMI	Uncharacterized protein	AK812_SmicGene11165	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2691
UniRef50_A0A812GC04	A0A812GC04	unreviewed	A0A812GC04_9DINO	Uncharacterized protein	SLIN2456_LOCUS81	Symbiodinium sp. CCMP2456	868
UniRef50_A0A812GC27	A0A812VFM0	unreviewed	A0A812VFM0_9DINO	ABC1K3 protein	ABC1K3 SNEC2469_LOCUS18022	Symbiodinium necroappetens	146
UniRef50_A0A812GC27	A0A812GC27	unreviewed	A0A812GC27_9DINO	Uncharacterized protein	STRI2592_LOCUS209	Symbiodinium sp. CCMP2592	3676
UniRef50_A0A812GC27	A0A812GTB1	unreviewed	A0A812GTB1_9DINO	GIP protein	GIP STRI2592_LOCUS727	Symbiodinium sp. CCMP2592	4027
UniRef50_A0A812GC27	A0A812ICH3	unreviewed	A0A812ICH3_9DINO	RE1 protein	RE1 STRI2592_LOCUS4154	Symbiodinium sp. CCMP2592	3192
UniRef50_A0A812GC27	A0A812JA13	unreviewed	A0A812JA13_9DINO	GIP protein	GIP STRI2592_LOCUS6136	Symbiodinium sp. CCMP2592	107
UniRef50_A0A812GC27	A0A812LBT1	unreviewed	A0A812LBT1_9DINO	RE1 protein	RE1 STRI2592_LOCUS11429	Symbiodinium sp. CCMP2592	2990
UniRef50_A0A812GC27	A0A812XFJ5	unreviewed	A0A812XFJ5_9DINO	RE1 protein	RE1 STRI2592_LOCUS36378	Symbiodinium sp. CCMP2592	2983
UniRef50_A0A812GC48	A0A812GC48	unreviewed	A0A812GC48_9DINO	Uncharacterized protein	SLIN2456_LOCUS118	Symbiodinium sp. CCMP2456	454
UniRef50_A0A812GCC4	A0A812GCC4	unreviewed	A0A812GCC4_9DINO	Uncharacterized protein	SLIN2456_LOCUS51	Symbiodinium sp. CCMP2456	2859
UniRef50_A0A812GCF7	A0A812GCF7	unreviewed	A0A812GCF7_9DINO	Uncharacterized protein	SNAT2548_LOCUS367	Symbiodinium natans	1979
UniRef50_A0A812GCH2	A0A812GCH2	unreviewed	A0A812GCH2_9DINO	AspC protein	aspC STRI2592_LOCUS468	Symbiodinium sp. CCMP2592	1552
UniRef50_A0A812GCW7	A0A812GCW7	unreviewed	A0A812GCW7_9DINO	CNBP protein	CNBP SNAT2548_LOCUS253	Symbiodinium natans	579
UniRef50_A0A812GDB0	A0A812GDB0	unreviewed	A0A812GDB0_9DINO	Uncharacterized protein	SNAT2548_LOCUS250	Symbiodinium natans	653
UniRef50_A0A812GDG1	A0A812GDG1	unreviewed	A0A812GDG1_9DINO	Tkt protein	tkt SNAT2548_LOCUS395	Symbiodinium natans	526
UniRef50_A0A812GDG1	A0A812UU31	unreviewed	A0A812UU31_9DINO	Tkt protein	tkt SNAT2548_LOCUS33063	Symbiodinium natans	544
UniRef50_A0A812GEH5	A0A812GEH5	unreviewed	A0A812GEH5_9DINO	Paf-2 protein	paf-2 SNAT2548_LOCUS410	Symbiodinium natans	506
UniRef50_A0A812GEK4	A0A812GEK4	unreviewed	A0A812GEK4_9DINO	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	Tnks SNAT2548_LOCUS514	Symbiodinium natans	818
UniRef50_A0A812GEP3	A0A812GEP3	unreviewed	A0A812GEP3_9DINO	Calmodulin	Cacna1i SLIN2456_LOCUS177	Symbiodinium sp. CCMP2456	2800
UniRef50_A0A812GEZ0	A0A812GEZ0	unreviewed	A0A812GEZ0_9DINO	Uncharacterized protein	SNAT2548_LOCUS378	Symbiodinium natans	2046
UniRef50_A0A812GFF8	A0A812GFF8	unreviewed	A0A812GFF8_9DINO	RE1 protein	RE1 STRI2592_LOCUS437	Symbiodinium sp. CCMP2592	4327
UniRef50_A0A812GFT8	A0A812GFT8	unreviewed	A0A812GFT8_9DINO	MntB protein	mntB SLIN2456_LOCUS195	Symbiodinium sp. CCMP2456	1869
UniRef50_A0A812GG45	A0A812GG45	unreviewed	A0A812GG45_9DINO	Uncharacterized protein	SLIN2456_LOCUS82	Symbiodinium sp. CCMP2456	265
UniRef50_A0A812GG61	A0A812GG61	unreviewed	A0A812GG61_9DINO	RNase H type-1 domain-containing protein	SMICCKB8_LOCUS183	Symbiodinium sp. KB8	2706
UniRef50_A0A812GG61	A0A812SMJ6	unreviewed	A0A812SMJ6_SYMMI	HBS1L protein	HBS1L SMIC04503_LOCUS14944	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2489
UniRef50_A0A812GGN9	A0A812GGN9	unreviewed	A0A812GGN9_9DINO	Upf1 protein	upf1 SNAT2548_LOCUS509	Symbiodinium natans	501
UniRef50_A0A812GI67	A0A812GI67	unreviewed	A0A812GI67_9DINO	C3H1-type domain-containing protein	SNAT2548_LOCUS508	Symbiodinium natans	1412
UniRef50_A0A812GI93	A0A812GI93	unreviewed	A0A812GI93_9DINO	RNase H type-1 domain-containing protein	SLIN2456_LOCUS206	Symbiodinium sp. CCMP2456	3698
UniRef50_A0A812GJ97	A0A812GJ97	unreviewed	A0A812GJ97_9DINO	Uncharacterized protein	STRI2592_LOCUS509	Symbiodinium sp. CCMP2592	514
UniRef50_A0A812GJF2	A0A812GJF2	unreviewed	A0A812GJF2_9DINO	RdRp catalytic domain-containing protein	SMICCKB8_LOCUS170	Symbiodinium sp. KB8	766
UniRef50_A0A812GJI8	A0A812GJI8	unreviewed	A0A812GJI8_9DINO	Uncharacterized protein	SNAT2548_LOCUS885	Symbiodinium natans	837
UniRef50_A0A812GK06	A0A812GK06	unreviewed	A0A812GK06_9DINO	Reverse transcriptase domain-containing protein	STRI2592_LOCUS628	Symbiodinium sp. CCMP2592	1699
UniRef50_A0A812GKB5	A0A812GKB5	unreviewed	A0A812GKB5_9DINO	Uncharacterized protein	SLIN2456_LOCUS244	Symbiodinium sp. CCMP2456	461
UniRef50_A0A812GKF1	A0A812GKF1	unreviewed	A0A812GKF1_9DINO	Retrovirus-related Pol polyprotein from transposon TNT 1-94	STRI2592_LOCUS1016	Symbiodinium sp. CCMP2592	2531
UniRef50_A0A812GLX6	A0A812GLX6	unreviewed	A0A812GLX6_9DINO	Peptidase C19 ubiquitin carboxyl-terminal hydrolase domain-containing protein	STRI2592_LOCUS542	Symbiodinium sp. CCMP2592	2309
UniRef50_A0A812GM58	A0A812GM58	unreviewed	A0A812GM58_9DINO	C2H2-type domain-containing protein	STRI2592_LOCUS708	Symbiodinium sp. CCMP2592	1566
UniRef50_A0A812GMI3	A0A812GMI3	unreviewed	A0A812GMI3_9DINO	Uncharacterized protein	STRI2592_LOCUS625	Symbiodinium sp. CCMP2592	670
UniRef50_A0A812GNU0	A0A812GNU0	unreviewed	A0A812GNU0_9DINO	Reverse transcriptase domain-containing protein	SLIN2456_LOCUS219	Symbiodinium sp. CCMP2456	897
UniRef50_A0A812GNV5	A0A812GNV5	unreviewed	A0A812GNV5_9DINO	Exocyst complex component Sec6	SLIN2456_LOCUS243	Symbiodinium sp. CCMP2456	894
UniRef50_A0A812GNZ8	A0A812GNZ8	unreviewed	A0A812GNZ8_9DINO	Prs protein	prs STRI2592_LOCUS573	Symbiodinium sp. CCMP2592	2088
UniRef50_A0A812GP86	A0A812GP86	unreviewed	A0A812GP86_9DINO	GIP protein	GIP STRI2592_LOCUS624	Symbiodinium sp. CCMP2592	2194
UniRef50_A0A812GP95	A0A812GP95	unreviewed	A0A812GP95_9DINO	Uncharacterized protein	STRI2592_LOCUS540	Symbiodinium sp. CCMP2592	1093
UniRef50_A0A812GPL8	A0A812GPL8	unreviewed	A0A812GPL8_9DINO	Uncharacterized protein	SLIN2456_LOCUS212	Symbiodinium sp. CCMP2456	628
UniRef50_A0A812GQE6	A0A812GQE6	unreviewed	A0A812GQE6_9DINO	GIP protein	GIP STRI2592_LOCUS819	Symbiodinium sp. CCMP2592	1171
UniRef50_A0A812GQE6	A0A812WNS5	unreviewed	A0A812WNS5_9DINO	TIM17 protein	TIM17 STRI2592_LOCUS34606	Symbiodinium sp. CCMP2592	1047
UniRef50_A0A812GQH1	A0A812GQH1	unreviewed	A0A812GQH1_9DINO	Uncharacterized protein	SMICCKB8_LOCUS393	Symbiodinium sp. KB8	2639
UniRef50_A0A812GQH1	A0A813A3H1	unreviewed	A0A813A3H1_SYMMI	Uncharacterized protein	SMIC04503_LOCUS29847	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2620
UniRef50_A0A812GQX1	A0A812LIX7	unreviewed	A0A812LIX7_9DINO	YCF1 protein	YCF1 SNEC2469_LOCUS4902	Symbiodinium necroappetens	1191
UniRef50_A0A812GQX1	A0A813CZC9	unreviewed	A0A813CZC9_9DINO	Abcc1 protein	Abcc1 SMICCKB8_LOCUS40972	Symbiodinium sp. KB8	1372
UniRef50_A0A812GQX1	A0A1Q9C4Z0	unreviewed	A0A1Q9C4Z0_SYMMI	Canalicular multispecific organic anion transporter 2	Abcc3 AK812_SmicGene41887	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1591
UniRef50_A0A812GQX1	A0A812VT77	unreviewed	A0A812VT77_SYMMI	Abcc1 protein	Abcc1 SMIC04503_LOCUS20741	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1484
UniRef50_A0A812GQX1	A0A812YPB9	unreviewed	A0A812YPB9_SYMPI	Abcc1 protein	Abcc1 SPIL2461_LOCUS23169	Symbiodinium pilosum (Dinoflagellate)	1486
UniRef50_A0A812GQX1	A0A812GQX1	unreviewed	A0A812GQX1_9DINO	ABCC1 protein	ABCC1 SNAT2548_LOCUS803	Symbiodinium natans	1491
UniRef50_A0A812GQZ9	A0A812GQZ9	unreviewed	A0A812GQZ9_9DINO	DDE-1 domain-containing protein	SNAT2548_LOCUS645	Symbiodinium natans	1162
UniRef50_A0A812GR64	A0A812GR64	unreviewed	A0A812GR64_9DINO	Icmt-1 protein	icmt-1 SNAT2548_LOCUS878	Symbiodinium natans	1251
UniRef50_A0A812GRT9	A0A812GRT9	unreviewed	A0A812GRT9_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SNAT2548_LOCUS1102	Symbiodinium natans	1658
UniRef50_A0A812GRT9	A0A812H1G0	unreviewed	A0A812H1G0_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SNAT2548_LOCUS1101	Symbiodinium natans	1386
UniRef50_A0A812GRT9	A0A812M678	unreviewed	A0A812M678_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SNAT2548_LOCUS12654	Symbiodinium natans	1527
UniRef50_A0A812GRT9	A0A812PNI8	unreviewed	A0A812PNI8_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SNAT2548_LOCUS18963	Symbiodinium natans	1487
UniRef50_A0A812GRT9	A0A812SDI9	unreviewed	A0A812SDI9_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SNAT2548_LOCUS26854	Symbiodinium natans	1487
UniRef50_A0A812GRT9	A0A812TCQ8	unreviewed	A0A812TCQ8_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SNAT2548_LOCUS29424	Symbiodinium natans	1451
UniRef50_A0A812GRT9	A0A812TIN9	unreviewed	A0A812TIN9_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SNAT2548_LOCUS29979	Symbiodinium natans	1420
UniRef50_A0A812GRT9	A0A812UDR3	unreviewed	A0A812UDR3_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SNAT2548_LOCUS31692	Symbiodinium natans	1451
UniRef50_A0A812GRX7	A0A812GRX7	unreviewed	A0A812GRX7_9DINO	DUF3987 domain-containing protein	SNAT2548_LOCUS836	Symbiodinium natans	425
UniRef50_A0A812GS47	A0A812GS47	unreviewed	A0A812GS47_9DINO	Uncharacterized protein	STRI2592_LOCUS862	Symbiodinium sp. CCMP2592	1829
UniRef50_A0A812GS47	A0A812N8M5	unreviewed	A0A812N8M5_9DINO	Uncharacterized protein	STRI2592_LOCUS16805	Symbiodinium sp. CCMP2592	1626
UniRef50_A0A812GS47	A0A812NBG5	unreviewed	A0A812NBG5_9DINO	Uncharacterized protein	STRI2592_LOCUS16552	Symbiodinium sp. CCMP2592	1352
UniRef50_A0A812GS47	A0A812VXN0	unreviewed	A0A812VXN0_9DINO	Uncharacterized protein	STRI2592_LOCUS32573	Symbiodinium sp. CCMP2592	1651
UniRef50_A0A812GS91	A0A812GS91	unreviewed	A0A812GS91_9DINO	Uncharacterized protein	STRI2592_LOCUS1246	Symbiodinium sp. CCMP2592	2019
UniRef50_A0A812GS91	A0A812V021	unreviewed	A0A812V021_9DINO	Uncharacterized protein	STRI2592_LOCUS30564	Symbiodinium sp. CCMP2592	1928
UniRef50_A0A812GS91	A0A812W184	unreviewed	A0A812W184_9DINO	Uncharacterized protein	STRI2592_LOCUS32555	Symbiodinium sp. CCMP2592	1928
UniRef50_A0A812GSR4	A0A812GSR4	unreviewed	A0A812GSR4_9DINO	RNase H type-1 domain-containing protein	STRI2592_LOCUS912	Symbiodinium sp. CCMP2592	2804
UniRef50_A0A812GTW5	A0A812GTW5	unreviewed	A0A812GTW5_9DINO	HERC2 protein	HERC2 SLIN2456_LOCUS300	Symbiodinium sp. CCMP2456	864
UniRef50_A0A812GTW5	A0A812ZWY8	unreviewed	A0A812ZWY8_SYMMI	HERC2 protein	HERC2 SMIC04503_LOCUS29439	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	779
UniRef50_A0A812GU06	A0A812GU06	unreviewed	A0A812GU06_9DINO	Uncharacterized protein	SNAT2548_LOCUS913	Symbiodinium natans	228
UniRef50_A0A812GUD5	A0A812GUD5	unreviewed	A0A812GUD5_9DINO	RHAG protein	RHAG SLIN2456_LOCUS400	Symbiodinium sp. CCMP2456	1806
UniRef50_A0A812GUI7	A0A812GUI7	unreviewed	A0A812GUI7_9DINO	Retrovirus-related Pol polyprotein from transposon TNT 1-94	SNAT2548_LOCUS718	Symbiodinium natans	2049
UniRef50_A0A812GUI7	A0A812RP28	unreviewed	A0A812RP28_9DINO	SAP domain-containing protein	SNAT2548_LOCUS24241	Symbiodinium natans	2159
