From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
UniRef50_A0A812IW75	A0A812IW75	unreviewed	A0A812IW75_SYMMI	MnmG protein	mnmG SMIC04503_LOCUS184	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1247
UniRef50_A0A812IWD9	A0A812IWD9	unreviewed	A0A812IWD9_SYMPI	RE1 protein	RE1 SPIL2461_LOCUS1370	Symbiodinium pilosum (Dinoflagellate)	1228
UniRef50_A0A812IWL4	A0A812U6W1	unreviewed	A0A812U6W1_9DINO	Uncharacterized protein	SLIN2456_LOCUS19252	Symbiodinium sp. CCMP2456	356
UniRef50_A0A812IWL4	A0A812IWL4	unreviewed	A0A812IWL4_9DINO	RNA-dependent RNA polymerase	SNEC2469_LOCUS836	Symbiodinium necroappetens	412
UniRef50_A0A812IWP3	A0A812IWP3	unreviewed	A0A812IWP3_9DINO	Uncharacterized protein	SNEC2469_LOCUS909	Symbiodinium necroappetens	812
UniRef50_A0A812IWP3	A0A813B7N7	unreviewed	A0A813B7N7_9DINO	Uncharacterized protein	SMICCKB8_LOCUS28162	Symbiodinium sp. KB8	812
UniRef50_A0A812IWP3	A0A1Q9ED06	unreviewed	A0A1Q9ED06_SYMMI	Uncharacterized protein	AK812_SmicGene11497 SMIC04503_LOCUS21937	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	812
UniRef50_A0A812IWP3	A0A812PJT3	unreviewed	A0A812PJT3_9DINO	Uncharacterized protein	STRI2592_LOCUS19138	Symbiodinium sp. CCMP2592	769
UniRef50_A0A812IWP3	A0A812QTH1	unreviewed	A0A812QTH1_9DINO	Uncharacterized protein	STRI2592_LOCUS21920	Symbiodinium sp. CCMP2592	769
UniRef50_A0A812IX00	A0A812IX00	unreviewed	A0A812IX00_SYMPI	DNAH6 protein	DNAH6 SPIL2461_LOCUS928	Symbiodinium pilosum (Dinoflagellate)	1554
UniRef50_A0A812IX00	A0A812U6N7	unreviewed	A0A812U6N7_9DINO	DNAH6 protein	DNAH6 STRI2592_LOCUS28456	Symbiodinium sp. CCMP2592	1378
UniRef50_A0A812IX15	A0A812PJ64	unreviewed	A0A812PJ64_9DINO	mTERF5 protein	MTERF5 SLIN2456_LOCUS10569	Symbiodinium sp. CCMP2456	2987
UniRef50_A0A812IX15	A0A812IX15	unreviewed	A0A812IX15_9DINO	mTERF5 protein	MTERF5 SNEC2469_LOCUS1187	Symbiodinium necroappetens	3070
UniRef50_A0A812IX15	A0A813CAJ3	unreviewed	A0A813CAJ3_9DINO	ABCB10 protein	ABCB10 SNEC2469_LOCUS33555	Symbiodinium necroappetens	249
UniRef50_A0A812IX77	A0A812IX77	unreviewed	A0A812IX77_9DINO	CCHC-type domain-containing protein	SNEC2469_LOCUS1072	Symbiodinium necroappetens	567
UniRef50_A0A812IXB3	A0A812IXB3	unreviewed	A0A812IXB3_SYMPI	YclF protein	yclF SPIL2461_LOCUS1154	Symbiodinium pilosum (Dinoflagellate)	1370
UniRef50_A0A812IXP1	A0A812IXP1	unreviewed	A0A812IXP1_9DINO	Uncharacterized protein	SLIN2456_LOCUS2555	Symbiodinium sp. CCMP2456	967
UniRef50_A0A812IXQ4	A0A812IXQ4	unreviewed	A0A812IXQ4_9DINO	GspE protein	gspE SMICCKB8_LOCUS2761	Symbiodinium sp. KB8	2582
UniRef50_A0A812IXQ4	A0A812XVI1	unreviewed	A0A812XVI1_SYMMI	OutD protein	outD SMIC04503_LOCUS24737	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2095
UniRef50_A0A812IY97	A0A812IY97	unreviewed	A0A812IY97_9DINO	Calmodulin	Cetn1 SMICCKB8_LOCUS2889	Symbiodinium sp. KB8	553
UniRef50_A0A812IYH0	A0A812IYH0	unreviewed	A0A812IYH0_SYMPI	YycJ protein	yycJ SPIL2461_LOCUS1135	Symbiodinium pilosum (Dinoflagellate)	507
UniRef50_A0A812IYN3	A0A812IYN3	unreviewed	A0A812IYN3_9DINO	glutaminase (EC 3.5.1.2)	glsA2 SLIN2456_LOCUS2675	Symbiodinium sp. CCMP2456	1263
UniRef50_A0A812IYT6	A0A812IYT6	unreviewed	A0A812IYT6_SYMPI	Nitroreductase domain-containing protein	SPIL2461_LOCUS1152	Symbiodinium pilosum (Dinoflagellate)	402
UniRef50_A0A812IYZ7	A0A812IYZ7	unreviewed	A0A812IYZ7_9DINO	RplB protein	rplB SLIN2456_LOCUS2655	Symbiodinium sp. CCMP2456	889
UniRef50_A0A812IZ68	A0A812IZ68	unreviewed	A0A812IZ68_SYMMI	AspC protein	aspC SMIC04503_LOCUS567	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2332
UniRef50_A0A812IZD6	A0A812IZD6	unreviewed	A0A812IZD6_9DINO	SLC12A7 protein	SLC12A7 STRI2592_LOCUS5355	Symbiodinium sp. CCMP2592	1909
UniRef50_A0A812IZE3	A0A812IZE3	unreviewed	A0A812IZE3_SYMMI	pyridoxal 5'-phosphate synthase (EC 1.4.3.5)	fieF SMIC04503_LOCUS836	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	499
UniRef50_A0A812IZV4	A0A812IZV4	unreviewed	A0A812IZV4_SYMPI	AtpA protein	atpA SPIL2461_LOCUS1254	Symbiodinium pilosum (Dinoflagellate)	981
UniRef50_A0A812J019	A0A812J019	unreviewed	A0A812J019_SYMPI	Uncharacterized protein	SPIL2461_LOCUS1623	Symbiodinium pilosum (Dinoflagellate)	161
UniRef50_A0A812J051	A0A812J051	unreviewed	A0A812J051_9DINO	Lztr1 protein	Lztr1 SNEC2469_LOCUS1317	Symbiodinium necroappetens	249
UniRef50_A0A812J060	A0A812J060	unreviewed	A0A812J060_9DINO	ATP-dependent DNA helicase (EC 3.6.4.12)	pif1 SLIN2456_LOCUS2902	Symbiodinium sp. CCMP2456	2813
UniRef50_A0A812J0D5	A0A812J0D5	unreviewed	A0A812J0D5_9DINO	Uncharacterized protein	SNEC2469_LOCUS1168	Symbiodinium necroappetens	1703
UniRef50_A0A812J0J7	A0A812J0J7	unreviewed	A0A812J0J7_9DINO	C3H1-type domain-containing protein	SLIN2456_LOCUS2915	Symbiodinium sp. CCMP2456	1025
UniRef50_A0A812J0W8	A0A812J0W8	unreviewed	A0A812J0W8_9DINO	PyrG protein	pyrG SLIN2456_LOCUS2687	Symbiodinium sp. CCMP2456	155
UniRef50_A0A812J1Q8	A0A812J1Q8	unreviewed	A0A812J1Q8_SYMPI	C3H1-type domain-containing protein	SPIL2461_LOCUS1406	Symbiodinium pilosum (Dinoflagellate)	2139
UniRef50_A0A812J1R6	A0A812J1R6	unreviewed	A0A812J1R6_SYMPI	GIP protein	GIP SPIL2461_LOCUS1495	Symbiodinium pilosum (Dinoflagellate)	1085
UniRef50_A0A812J287	A0A812J287	unreviewed	A0A812J287_SYMMI	FabG protein	fabG SMIC04503_LOCUS1019	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1377
UniRef50_A0A812J2R1	A0A812J2R1	unreviewed	A0A812J2R1_9DINO	Slc23a2 protein	slc23a2 SMICCKB8_LOCUS2755	Symbiodinium sp. KB8	828
UniRef50_A0A812J2V0	A0A812J2V0	unreviewed	A0A812J2V0_9DINO	Uncharacterized protein	SNEC2469_LOCUS1130	Symbiodinium necroappetens	288
UniRef50_A0A812J2Y6	A0A812J2Y6	unreviewed	A0A812J2Y6_9DINO	Uncharacterized protein	STRI2592_LOCUS5700	Symbiodinium sp. CCMP2592	864
UniRef50_A0A812J338	A0A812J338	unreviewed	A0A812J338_9DINO	Uncharacterized protein	SNAT2548_LOCUS5360	Symbiodinium natans	439
UniRef50_A0A812J347	A0A812J347	unreviewed	A0A812J347_9DINO	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]	argHA SMICCKB8_LOCUS2662	Symbiodinium sp. KB8	4098
UniRef50_A0A812J380	A0A812J380	unreviewed	A0A812J380_9DINO	True protein	true STRI2592_LOCUS5524	Symbiodinium sp. CCMP2592	832
UniRef50_A0A812J386	A0A812J386	unreviewed	A0A812J386_9DINO	Fe2OG dioxygenase domain-containing protein	SLIN2456_LOCUS2871	Symbiodinium sp. CCMP2456	570
UniRef50_A0A812J386	A0A812Q1H3	unreviewed	A0A812Q1H3_9DINO	Fe2OG dioxygenase domain-containing protein	STRI2592_LOCUS19432	Symbiodinium sp. CCMP2592	569
UniRef50_A0A812J3I0	A0A812LY14	unreviewed	A0A812LY14_9DINO	SVEP1 protein	SVEP1 SNEC2469_LOCUS5474	Symbiodinium necroappetens	2226
UniRef50_A0A812J3I0	A0A812J3I0	unreviewed	A0A812J3I0_9DINO	SVEP1 protein	SVEP1 SMICCKB8_LOCUS3006	Symbiodinium sp. KB8	2330
UniRef50_A0A812J3I0	A0A812MU77	unreviewed	A0A812MU77_SYMMI	SVEP1 protein	SVEP1 SMIC04503_LOCUS6611	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2177
UniRef50_A0A812J3I0	A0A812X175	unreviewed	A0A812X175_SYMPI	Svep1 protein	Svep1 SPIL2461_LOCUS20239	Symbiodinium pilosum (Dinoflagellate)	2063
UniRef50_A0A812J3W2	A0A812J3W2	unreviewed	A0A812J3W2_SYMMI	Mandelate racemase/muconate lactonizing enzyme C-terminal domain-containing protein	SMIC04503_LOCUS1135	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	581
UniRef50_A0A812J3X2	A0A812J3X2	unreviewed	A0A812J3X2_9DINO	Uncharacterized protein	SNAT2548_LOCUS5743	Symbiodinium natans	3186
UniRef50_A0A812J429	A0A812Q1N9	unreviewed	A0A812Q1N9_9DINO	PU1 protein	PU1 SLIN2456_LOCUS12183	Symbiodinium sp. CCMP2456	1052
UniRef50_A0A812J429	A0A812J429	unreviewed	A0A812J429_9DINO	ADAM29 protein	ADAM29 SNEC2469_LOCUS1383	Symbiodinium necroappetens	1061
UniRef50_A0A812J429	A0A812Q7Z8	unreviewed	A0A812Q7Z8_9DINO	Uncharacterized protein	SMICCKB8_LOCUS12084	Symbiodinium sp. KB8	859
UniRef50_A0A812J429	A0A1Q9D836	unreviewed	A0A1Q9D836_SYMMI	Uncharacterized protein	AK812_SmicGene26993	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	886
UniRef50_A0A812J473	A0A812J473	unreviewed	A0A812J473_9DINO	NqrB protein	nqrB SLIN2456_LOCUS3043	Symbiodinium sp. CCMP2456	822
UniRef50_A0A812J4E1	A0A812J4E1	unreviewed	A0A812J4E1_SYMMI	4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)	COQ2 SMIC04503_LOCUS1331	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	922
UniRef50_A0A812J4F0	A0A812IKC4	unreviewed	A0A812IKC4_9DINO	FV3-083R protein	FV3-083R SNAT2548_LOCUS4370	Symbiodinium natans	676
UniRef50_A0A812J4F0	A0A812J4F0	unreviewed	A0A812J4F0_9DINO	Uncharacterized protein	SNAT2548_LOCUS5451	Symbiodinium natans	651
UniRef50_A0A812J4F8	A0A812J4F8	unreviewed	A0A812J4F8_SYMMI	TauD protein	tauD SMIC04503_LOCUS1349	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	693
UniRef50_A0A812J4L6	A0A812J4L6	unreviewed	A0A812J4L6_9DINO	Uncharacterized protein	SLIN2456_LOCUS3056	Symbiodinium sp. CCMP2456	620
UniRef50_A0A812J4L6	A0A813BKZ2	unreviewed	A0A813BKZ2_9DINO	Uncharacterized protein	SNEC2469_LOCUS30841	Symbiodinium necroappetens	583
UniRef50_A0A812J4Q2	A0A812J4Q2	unreviewed	A0A812J4Q2_9DINO	Uncharacterized protein	SNAT2548_LOCUS5151	Symbiodinium natans	1740
UniRef50_A0A812J533	A0A812HW83	unreviewed	A0A812HW83_9DINO	Reverse transcriptase domain-containing protein	SNAT2548_LOCUS2102	Symbiodinium natans	1627
UniRef50_A0A812J533	A0A812J533	unreviewed	A0A812J533_9DINO	Reverse transcriptase domain-containing protein	SNAT2548_LOCUS5863	Symbiodinium natans	1434
UniRef50_A0A812J533	A0A812NUC7	unreviewed	A0A812NUC7_9DINO	Reverse transcriptase domain-containing protein	SNAT2548_LOCUS17129	Symbiodinium natans	1667
UniRef50_A0A812J533	A0A812RH96	unreviewed	A0A812RH96_9DINO	Reverse transcriptase domain-containing protein	SNAT2548_LOCUS23752	Symbiodinium natans	1521
UniRef50_A0A812J533	A0A812TVU2	unreviewed	A0A812TVU2_9DINO	Reverse transcriptase domain-containing protein	SNAT2548_LOCUS30249	Symbiodinium natans	1618
UniRef50_A0A812J5A7	A0A812J5A7	unreviewed	A0A812J5A7_9DINO	Uncharacterized protein	STRI2592_LOCUS5408	Symbiodinium sp. CCMP2592	1431
UniRef50_A0A812J5X0	A0A812J5X0	unreviewed	A0A812J5X0_9DINO	RE1 protein	RE1 SNAT2548_LOCUS5261	Symbiodinium natans	1679
UniRef50_A0A812J5X4	A0A812J5X4	unreviewed	A0A812J5X4_SYMMI	Transcription elongation factor GreA (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain) (Transcript cleavage factor GreA)	carB SMIC04503_LOCUS1341	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1585
UniRef50_A0A812J5Z1	A0A812J5Z1	unreviewed	A0A812J5Z1_9DINO	Uncharacterized protein	STRI2592_LOCUS5981	Symbiodinium sp. CCMP2592	147
UniRef50_A0A812J604	A0A813BFR4	unreviewed	A0A813BFR4_9DINO	Uncharacterized protein	SNEC2469_LOCUS30294	Symbiodinium necroappetens	304
UniRef50_A0A812J604	A0A812J604	unreviewed	A0A812J604_9DINO	Nipblb protein	nipblb SNAT2548_LOCUS5419	Symbiodinium natans	366
UniRef50_A0A812J6T4	A0A812J6T4	unreviewed	A0A812J6T4_9DINO	Bifunctional lysine-specific demethylase and histidyl-hydroxylase (EC 1.14.11.-)	SNEC2469_LOCUS1565	Symbiodinium necroappetens	218
UniRef50_A0A812J6V4	A0A813CTB5	unreviewed	A0A813CTB5_9DINO	Uncharacterized protein	SMICCKB8_LOCUS38268	Symbiodinium sp. KB8	1345
UniRef50_A0A812J6V4	A0A812J6V4	unreviewed	A0A812J6V4_SYMMI	Uncharacterized protein	SMIC04503_LOCUS1535	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1218
UniRef50_A0A812J779	A0A812J779	unreviewed	A0A812J779_9DINO	Uncharacterized protein	STRI2592_LOCUS5406	Symbiodinium sp. CCMP2592	1264
UniRef50_A0A812J797	A0A813A2J1	unreviewed	A0A813A2J1_9DINO	RE1 protein	RE1 SNEC2469_LOCUS26073	Symbiodinium necroappetens	1037
UniRef50_A0A812J797	A0A812J797	unreviewed	A0A812J797_9DINO	RE1 protein	RE1 SNAT2548_LOCUS5753	Symbiodinium natans	1214
UniRef50_A0A812J7L5	A0A812J7L5	unreviewed	A0A812J7L5_9DINO	Helicase ATP-binding domain-containing protein	SMICCKB8_LOCUS3151	Symbiodinium sp. KB8	812
UniRef50_A0A812J7L5	A0A812YAX1	unreviewed	A0A812YAX1_9DINO	Uncharacterized protein	STRI2592_LOCUS38956	Symbiodinium sp. CCMP2592	667
UniRef50_A0A812J7L5	A0A812T6D1	unreviewed	A0A812T6D1_9DINO	Uncharacterized protein	SNAT2548_LOCUS28621	Symbiodinium natans	678
UniRef50_A0A812J7W6	A0A812J7W6	unreviewed	A0A812J7W6_9DINO	Uncharacterized protein	SLIN2456_LOCUS3083	Symbiodinium sp. CCMP2456	1106
UniRef50_A0A812J801	A0A812J801	unreviewed	A0A812J801_9DINO	CHT1 protein	CHT1 STRI2592_LOCUS5967	Symbiodinium sp. CCMP2592	891
UniRef50_A0A812J801	A0A812RFV7	unreviewed	A0A812RFV7_9DINO	CHT1 protein	CHT1 STRI2592_LOCUS23279 STRI2592_LOCUS33576	Symbiodinium sp. CCMP2592	719
UniRef50_A0A812J801	A0A812YLB2	unreviewed	A0A812YLB2_9DINO	CHT1 protein	CHT1 STRI2592_LOCUS39956	Symbiodinium sp. CCMP2592	613
UniRef50_A0A812J846	A0A812J846	unreviewed	A0A812J846_9DINO	NLRC3 protein	NLRC3 SNAT2548_LOCUS5625	Symbiodinium natans	745
UniRef50_A0A812J871	A0A812J871	unreviewed	A0A812J871_SYMPI	Integrase catalytic domain-containing protein	SPIL2461_LOCUS1856	Symbiodinium pilosum (Dinoflagellate)	483
UniRef50_A0A812J8B1	A0A812J8B1	unreviewed	A0A812J8B1_9DINO	Tkt protein	tkt STRI2592_LOCUS5696	Symbiodinium sp. CCMP2592	812
UniRef50_A0A812J8B9	A0A812J8B9	unreviewed	A0A812J8B9_9DINO	SLC24A2 protein	SLC24A2 SNAT2548_LOCUS5861	Symbiodinium natans	2079
UniRef50_A0A812J8B9	A0A812QYQ5	unreviewed	A0A812QYQ5_9DINO	SLC24A2 protein	SLC24A2 SNAT2548_LOCUS22370	Symbiodinium natans	1921
UniRef50_A0A812J8H0	A0A812J8H0	unreviewed	A0A812J8H0_9DINO	Uncharacterized protein	SLIN2456_LOCUS3111	Symbiodinium sp. CCMP2456	1813
UniRef50_A0A812J8I9	A0A812J8I9	unreviewed	A0A812J8I9_9DINO	C3H1-type domain-containing protein	STRI2592_LOCUS5514	Symbiodinium sp. CCMP2592	4194
UniRef50_A0A812J8M5	A0A812J8M5	unreviewed	A0A812J8M5_9DINO	Eco57IR protein	eco57IR SNEC2469_LOCUS1621	Symbiodinium necroappetens	1279
UniRef50_A0A812J8R3	A0A812J8R3	unreviewed	A0A812J8R3_9DINO	Uncharacterized protein	STRI2592_LOCUS5560	Symbiodinium sp. CCMP2592	696
UniRef50_A0A812J9C6	A0A812J9C6	unreviewed	A0A812J9C6_9DINO	AZG1 protein	AZG1 STRI2592_LOCUS5596	Symbiodinium sp. CCMP2592	1148
UniRef50_A0A812J9X2	A0A812SSS0	unreviewed	A0A812SSS0_9DINO	Uncharacterized protein	SLIN2456_LOCUS16332	Symbiodinium sp. CCMP2456	2169
UniRef50_A0A812J9X2	A0A812YUV1	unreviewed	A0A812YUV1_9DINO	Uncharacterized protein	SNEC2469_LOCUS23487	Symbiodinium necroappetens	2010
UniRef50_A0A812J9X2	A0A813BQV2	unreviewed	A0A813BQV2_9DINO	Uncharacterized protein	SMICCKB8_LOCUS30157	Symbiodinium sp. KB8	2019
UniRef50_A0A812J9X2	A0A1Q9C4G8	unreviewed	A0A1Q9C4G8_SYMMI	Uncharacterized protein	AK812_SmicGene42089	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2280
UniRef50_A0A812J9X2	A0A812RWC2	unreviewed	A0A812RWC2_SYMMI	Uncharacterized protein	SMIC04503_LOCUS13727	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2346
UniRef50_A0A812J9X2	A0A812J9X2	unreviewed	A0A812J9X2_9DINO	Slc34a2 protein	Slc34a2 SNAT2548_LOCUS6036	Symbiodinium natans	2707
UniRef50_A0A812JA91	A0A812JA91	unreviewed	A0A812JA91_9DINO	Mettl9 protein	Mettl9 SLIN2456_LOCUS2991	Symbiodinium sp. CCMP2456	691
UniRef50_A0A812JA91	A0A812JE03	unreviewed	A0A812JE03_9DINO	Uncharacterized protein	STRI2592_LOCUS6377	Symbiodinium sp. CCMP2592	787
UniRef50_A0A812JA98	A0A812JA98	unreviewed	A0A812JA98_9DINO	Uncharacterized protein	STRI2592_LOCUS5691	Symbiodinium sp. CCMP2592	466
UniRef50_A0A812JA98	A0A812ZVN9	unreviewed	A0A812ZVN9_9DINO	Uncharacterized protein	STRI2592_LOCUS45045	Symbiodinium sp. CCMP2592	465
UniRef50_A0A812JAD5	A0A812JAD5	unreviewed	A0A812JAD5_9DINO	Ogt-1 protein	ogt-1 SLIN2456_LOCUS3148	Symbiodinium sp. CCMP2456	884
UniRef50_A0A812JAI7	A0A812LEN0	unreviewed	A0A812LEN0_9DINO	SUF4 protein	SUF4 SLIN2456_LOCUS6322	Symbiodinium sp. CCMP2456	1396
UniRef50_A0A812JAI7	A0A812W7Z9	unreviewed	A0A812W7Z9_9DINO	Tyr recombinase domain-containing protein	SNEC2469_LOCUS18787	Symbiodinium necroappetens	1426
UniRef50_A0A812JAI7	A0A812Q8Q1	unreviewed	A0A812Q8Q1_9DINO	Tyr recombinase domain-containing protein	SMICCKB8_LOCUS12818	Symbiodinium sp. KB8	1179
UniRef50_A0A812JAI7	A0A812JAI7	unreviewed	A0A812JAI7_9DINO	Tyr recombinase domain-containing protein	STRI2592_LOCUS6133	Symbiodinium sp. CCMP2592	1160
UniRef50_A0A812JAV3	A0A812JAV3	unreviewed	A0A812JAV3_SYMMI	DNA helicase (EC 3.6.4.12)	ruvB SMIC04503_LOCUS1601	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	600
UniRef50_A0A812JB09	A0A812JB09	unreviewed	A0A812JB09_9DINO	Uncharacterized protein	SNEC2469_LOCUS1445	Symbiodinium necroappetens	131
UniRef50_A0A812JBB6	A0A812JBB6	unreviewed	A0A812JBB6_9DINO	Copia protein	SLIN2456_LOCUS3218	Symbiodinium sp. CCMP2456	2592
UniRef50_A0A812JBB6	A0A812HJR0	unreviewed	A0A812HJR0_9DINO	GIP protein	GIP STRI2592_LOCUS1908	Symbiodinium sp. CCMP2592	2835
UniRef50_A0A812JBC1	A0A812JBC1	unreviewed	A0A812JBC1_SYMPI	Integrase catalytic domain-containing protein	SPIL2461_LOCUS1712	Symbiodinium pilosum (Dinoflagellate)	812
UniRef50_A0A812JBN9	A0A812JBN9	unreviewed	A0A812JBN9_SYMMI	glutamate synthase (NADPH) (EC 1.4.1.13)	gltB SMIC04503_LOCUS1753	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2557
UniRef50_A0A812JBQ1	A0A812JBQ1	unreviewed	A0A812JBQ1_SYMMI	Isoleucyl-tRNA synthetase (EC 2.7.1.26) (EC 2.7.7.2) (EC 6.1.1.5)	ileS SMIC04503_LOCUS1757	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	7367
UniRef50_A0A812JBT1	A0A812JBT1	unreviewed	A0A812JBT1_SYMMI	FtsK protein	ftsK SMIC04503_LOCUS1774	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2331
UniRef50_A0A812JBY4	A0A812JBY4	unreviewed	A0A812JBY4_SYMMI	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA SMIC04503_LOCUS1340	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	952
UniRef50_A0A812JBZ8	A0A812IQX9	unreviewed	A0A812IQX9_9DINO	Nipblb protein	nipblb SNEC2469_LOCUS386	Symbiodinium necroappetens	1863
UniRef50_A0A812JBZ8	A0A812GLN0	unreviewed	A0A812GLN0_9DINO	Nipblb protein	nipblb STRI2592_LOCUS1070	Symbiodinium sp. CCMP2592	2125
UniRef50_A0A812JBZ8	A0A812JBZ8	unreviewed	A0A812JBZ8_9DINO	Nipblb protein	nipblb STRI2592_LOCUS6035	Symbiodinium sp. CCMP2592	2261
UniRef50_A0A812JBZ8	A0A812T4W6	unreviewed	A0A812T4W6_9DINO	Nipblb protein	nipblb STRI2592_LOCUS26574	Symbiodinium sp. CCMP2592	2272
UniRef50_A0A812JBZ8	A0A812TKC8	unreviewed	A0A812TKC8_9DINO	Nipblb protein	nipblb STRI2592_LOCUS27718	Symbiodinium sp. CCMP2592	2103
UniRef50_A0A812JBZ8	A0A812WNP9	unreviewed	A0A812WNP9_9DINO	Nipblb protein	nipblb STRI2592_LOCUS34354	Symbiodinium sp. CCMP2592	2127
UniRef50_A0A812JC49	A0A812KJJ8	unreviewed	A0A812KJJ8_9DINO	RHM1 protein	RHM1 SLIN2456_LOCUS4903	Symbiodinium sp. CCMP2456	1264
UniRef50_A0A812JC49	A0A812JC49	unreviewed	A0A812JC49_9DINO	RHM1 protein	RHM1 SMICCKB8_LOCUS3280	Symbiodinium sp. KB8	1266
UniRef50_A0A812JC49	A0A812K0Y3	unreviewed	A0A812K0Y3_SYMMI	Uncharacterized protein	SMIC04503_LOCUS2670	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1265
UniRef50_A0A812JC49	A0A812QLS6	unreviewed	A0A812QLS6_SYMPI	Uncharacterized protein	SPIL2461_LOCUS9666	Symbiodinium pilosum (Dinoflagellate)	1091
UniRef50_A0A812JC85	A0A812JC85	unreviewed	A0A812JC85_9DINO	Reverse transcriptase domain-containing protein	STRI2592_LOCUS5658	Symbiodinium sp. CCMP2592	1056
UniRef50_A0A812JCE4	A0A812JCE4	unreviewed	A0A812JCE4_9DINO	CS domain-containing protein	SNAT2548_LOCUS6475	Symbiodinium natans	1301
UniRef50_A0A812JCF1	A0A812JCF1	unreviewed	A0A812JCF1_9DINO	RNase H type-1 domain-containing protein	SNEC2469_LOCUS1410	Symbiodinium necroappetens	3015
UniRef50_A0A812JCF1	A0A1Q9D215	unreviewed	A0A1Q9D215_SYMMI	LINE-1 reverse transcriptase-like	AK812_SmicGene29379	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2771
UniRef50_A0A812JCF1	A0A1Q9E4A9	unreviewed	A0A1Q9E4A9_SYMMI	Modification methylase Eco47II	eco47IIM AK812_SmicGene14922	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3082
UniRef50_A0A812JCF1	A0A812WM23	unreviewed	A0A812WM23_SYMMI	RNase H type-1 domain-containing protein	SMIC04503_LOCUS22707	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2879
UniRef50_A0A812JCM4	A0A812JCM4	unreviewed	A0A812JCM4_9DINO	RE1 protein	RE1 STRI2592_LOCUS6095	Symbiodinium sp. CCMP2592	1530
UniRef50_A0A812JCT8	A0A812JCT8	unreviewed	A0A812JCT8_9DINO	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	gndA SNEC2469_LOCUS1422	Symbiodinium necroappetens	2039
UniRef50_A0A812JCX8	A0A813BHN7	unreviewed	A0A813BHN7_9DINO	Uncharacterized protein	SNEC2469_LOCUS30343	Symbiodinium necroappetens	419
UniRef50_A0A812JCX8	A0A812GL08	unreviewed	A0A812GL08_9DINO	Uncharacterized protein	SMICCKB8_LOCUS214	Symbiodinium sp. KB8	466
UniRef50_A0A812JCX8	A0A812UB42	unreviewed	A0A812UB42_9DINO	Uncharacterized protein	SMICCKB8_LOCUS16578	Symbiodinium sp. KB8	502
UniRef50_A0A812JCX8	A0A1Q9EZE8	unreviewed	A0A1Q9EZE8_SYMMI	Uncharacterized protein	AK812_SmicGene3320	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	466
UniRef50_A0A812JCX8	A0A812U7K1	unreviewed	A0A812U7K1_SYMMI	Uncharacterized protein	SMIC04503_LOCUS17809	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	376
